"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
-0.896,-0.58,2.253,3.03,1.853,0.631,0.631,-0.077,-0.973,-2.211,-1.406,-0.091,-0.18,-0.62,1.408,0.389,-0.552,1.111,-0.353,2.007,1.344,-1.089,-1.473,1.362,0.047,0.62,-0.807,-0.081,1.424,-0.981,0.976,-0.906,-0.721,0.502,-0.257,-1.732,0.52,1.001,0.553,-0.329,1.759,0.905,-0.408,-1.397,-0.118,-1.432,0.972,1.34,1.87,0.507,-0.388,0.02,-0.338,-1.911,-0.307,0.396,1.1,-0.427,-0.851,-0.485,-0.022,0.115,-1.074,-1.693,-0.759,-1.137,-1.397,1.329,-0.181,-0.892,-0.921,0.071,-1.381,-0.668,1.445,-0.441,0.279,-0.628,-1.033,1.5,-1.465,0.638,0.111,0.459,0.07,-0.747,1.346,-0.055,0.038,-0.683,1.009,-0.699,0.048,-1.477,0.008,0.389,-0.611,-0.767,0.147,-1.166
-1.643,-1.115,-1.09,-1.165,2.477,-0.185,0.185,-0.002,-0.905,0.803,-1.251,-1.67,-1.288,0.358,0.758,-0.268,0.414,0.357,1.73,-0.801,1.39,1.028,-1.347,0.411,-2.065,-0.508,-1.057,-0.269,-0.294,1.521,0.541,0.834,-1.15,-1.061,-1.228,-1.02,-0.903,-0.144,0.411,0.534,0.781,-1.274,-1.879,-0.294,-1.167,1.69,0.15,-0.441,0.485,1.107,0.082,-1.125,1.27,0.028,-0.813,-0.301,0.63,0.045,0.745,-1.34,-0.06,-1.075,0.839,0.614,0.663,-0.597,-0.632,0.457,-0.83,-0.707,-0.899,-0.344,1.032,0.797,-0.072,1.367,-1.624,-0.78,-0.617,0.845,0.879,-1.187,-1.735,-1.228,-2.127,-0.778,0.008,-0.305,-0.649,0.267,-0.393,-0.282,1.698,3.085,0.774,0.19,-2.192,-0.27,0.126,0.855
0.985,-0.241,0.222,-0.964,5.751,1.288,1.288,0.294,1.149,-0.591,-1.385,-1.544,-1.897,0.428,0.607,0.332,-0.049,-0.82,1.111,1.547,1.233,0.345,0.362,1.212,1.078,-0.123,-0.709,2.422,-0.016,-2.232,-0.967,0.556,0.269,-0.215,-0.999,0.185,-0.636,-0.302,-0.088,-1.673,-0.472,-0.165,-0.657,-0.208,0.303,-0.127,1.506,0.446,-0.463,0.855,-0.825,1.877,0.262,-0.715,-0.146,-0.321,-0.279,-0.82,0.411,0.841,1.16,0.496,1.731,0.47,-0.653,1.078,-0.242,1.473,1.865,-0.691,-2.296,-1.2,-0.696,-0.2,-0.783,1.203,0.272,2.413,2.929,-0.221,-0.007,0.59,2.347,0.746,0.657,-1.358,-1.373,0.747,0.971,-0.715,-1.092,-0.274,-1.038,-0.328,-1.523,1.662,-0.367,0.683,0.343,1.891
-0.341,-0.119,0.063,-0.226,-2.492,-0.745,-0.745,0.844,-1.037,1.259,-0.091,0.52,-0.918,-0.185,-0.237,0.307,0.708,2.331,1.243,1.059,0.761,0.023,1.839,-1.679,0.95,-0.027,0.391,-1.185,1.435,-1.355,0.522,-0.281,0.974,-1.755,1.321,-0.148,0.166,-0.479,-2.48,1.108,0.402,-0.262,-1.393,0.287,-1.855,-0.677,0.047,-2.319,-0.422,-0.924,-0.799,-0.948,-0.008,1.791,0.246,-1.443,0.058,0.131,0.095,1.634,0.186,0.435,-1.497,-0.374,0.686,0.475,-1.634,-0.249,0.422,-0.095,0.192,-1.855,0.046,-0.064,-0.86,1.279,-0.588,-0.737,0.458,-0.843,-0.168,-0.551,-0.406,-1.338,0.108,0.025,1.425,-0.532,-0.235,-0.938,0.046,1.242,1.087,-1.544,0.161,-0.532,0.314,1.677,-0.306,-0.167
0.323,-0.324,1.157,-1.231,5.725,0.774,0.774,1.226,-0.063,-0.026,0.423,-1.983,-1.18,-0.032,0.443,-0.428,2.376,0.148,-0.541,0.86,-0.146,-1.266,-0.558,-1.047,-0.952,0.398,0.039,2.555,0.606,-1.263,1.226,0.019,0.307,-0.747,-0.124,-1.077,2.361,-0.648,1.304,1.37,0.436,-0.707,0.316,-0.6,-0.096,-2.178,-2.315,-0.01,-1.075,-0.528,-1.779,1.306,0.417,-0.325,-1.073,1.269,-0.128,1.27,0.138,-0.496,-0.167,1.189,-0.255,-0.553,-2.172,-0.09,-0.283,0.158,0.908,-0.013,0.548,0.104,0.695,0.871,-0.841,0.772,-0.029,-1.455,2.318,-1.121,-0.633,2.294,-0.296,0.229,1.529,-1.403,-0.395,-0.032,-0.503,-0.988,-1.021,0.218,0.084,0.16,0.623,0.314,0.643,-0.9,-0.984,-0.021
1.281,-0.379,0.226,0.859,-2.074,0.017,-0.017,-0.249,0.571,1.424,-0.268,-1.066,0.853,2.195,0.167,-1.147,-0.011,0.415,-1.389,0.851,-0.005,0.39,0.033,-1.988,0.275,1.916,-0.153,-0.844,-1.195,0.218,0.056,1.324,0.067,-1.695,0.252,0.641,1.016,0.137,-0.563,-0.632,-1.096,-0.737,0.225,-0.782,0.448,-0.353,-0.29,-0.386,-2.693,0.676,-0.803,-0.62,0.854,0.003,-0.218,-1.016,-0.385,-0.606,-1.052,0.618,-0.669,2.193,0.78,-0.922,0.632,-1.014,-0.889,0.588,-0.108,0.235,-0.16,0.17,-0.877,0.285,1.378,-1.073,0.206,-1.087,-0.869,1.503,0.563,-0.713,1.324,-0.026,0.793,0.055,0.591,1.189,-0.016,1.163,-1.053,-0.435,-2.776,-1.488,0.56,1.05,-0.902,0.667,0.792,-1.496
1.912,1.731,0.818,1.054,2.586,-1.797,-1.797,0.819,-0.057,-0.622,1.142,-0.87,-1.148,-0.138,-0.129,-0.83,-0.084,-1.22,0.866,-0.449,0.566,0.514,0.51,-0.494,0.469,-0.906,-1.424,1.742,-1.406,1.858,-1.182,-0.765,0.612,-0.614,1.553,1.474,0.621,-0.359,0.416,-0.019,-0.971,0.666,-0.47,0.434,-1.366,-0.988,-1.916,0.285,-1.211,-0.599,0.724,-0.721,0.052,-0.392,-0.388,-1.136,-0.488,0.729,0.166,-0.34,0.75,0.131,0.827,-0.761,-1.421,0.323,-0.634,0.634,0.613,-0.982,2.641,0.344,-0.485,0.493,0.735,-0.943,0.413,2.093,-0.098,1.716,0.146,-1.475,0.594,-0.636,-0.039,-2.532,-1.574,0.505,-0.361,-1.252,0.76,-1.281,-0.858,0.811,2.352,-1.098,-0.728,-0.131,0.232,0.614
-1.725,1.151,0.67,0.868,1.235,0.503,0.503,-0.418,1.542,-0.433,2.043,-1.276,-1.763,1.521,2.132,0.525,0.303,-2.036,0.471,1.058,0.032,1.412,0.404,-0.782,-0.902,-1.005,1.08,0.407,1.168,1.429,-0.054,-0.277,0.794,-0.856,-0.47,0.616,-1.321,-0.081,-0.98,0.045,0.386,-1.321,0.272,0.177,0.911,1.726,-0.112,-0.998,1.291,0.85,-0.347,-0.94,1.547,0.812,2.159,0.549,0.168,0.626,-0.272,2.089,-1.944,-0.892,0.471,-1.413,-1.14,-0.444,0.214,-1.574,-1.927,0.019,-0.211,-0.509,-0.61,0.881,-1.563,1.418,0.935,-0.694,0.68,0.726,-1.132,-0.417,0.329,1.999,-0.774,0.903,0.342,1.12,1.176,-1.982,-0.289,1.7,0.047,0.193,0.883,-0.22,0.507,0.713,0.196,-0.093
1.214,-0.201,-0.99,0.843,-1.699,-1.406,-1.406,-0.762,-1.018,-0.301,-0.027,-1.433,-0.125,-0.524,-1.303,-1.189,0.905,0.156,-0.111,0.534,1.39,1.464,0.652,-0.004,0.63,0.661,-0.573,-0.628,1.163,-0.726,0.35,1.911,0.393,0.128,0.929,0.218,0.73,-1.517,0.281,0.53,-0.717,0.323,0.24,0.388,-0.108,-0.079,-0.886,0.8,0.126,0.797,-0.478,0.722,-1.851,0.31,-1.066,-0.579,0.557,0.468,-0.457,-1.012,-0.124,0.304,2.402,1.19,0.463,0.082,-0.413,1.021,-0.969,0.45,-0.192,0.224,0.775,0.835,0.604,0.54,0.369,-1.543,-0.676,0.559,-2.382,0.163,-0.208,1.09,0.98,-1.519,1.216,-0.086,-0.959,-0.301,-0.685,-0.509,0.657,-0.533,1.275,0.047,-0.538,0.081,-0.266,-0.148
0.592,0.631,0.817,0.205,-2.157,-1.127,-1.127,0.98,0.677,-0.831,-0.251,-0.889,1.265,-0.824,0.055,0.542,-1.543,0.903,0.113,1.145,0.165,1.601,-1.958,-0.184,-0.551,0.682,0.996,-0.208,2.053,0.444,-0.847,-2.659,0.17,-1.166,0.814,0.24,0.878,-0.306,1.134,-0.516,-0.569,0.108,-0.246,0.217,0.55,-0.268,1.129,-0.409,-0.201,0.171,0.609,-0.6,1.595,-1.081,1.414,0.665,1.05,0.074,-0.15,-0.053,0.309,-0.756,0.735,-0.049,1.359,-2.6,-0.946,-1.4,0.139,2.318,0.244,-1.503,-0.034,-0.757,-0.866,0.232,0.596,0.495,-1.174,0.756,0.033,-0.089,-1.035,-0.226,-1.084,0.219,-0.052,-1.003,-1.616,-0.292,-2.754,-0.124,-0.598,0.476,-1.004,-1.875,-0.47,-0.208,-0.912,0.355
0.565,-1.342,0.475,-1.897,-1.146,-0.415,0.415,0.265,-0.933,-1.795,-0.756,-0.637,0.045,0.759,-0.036,0.812,-2.016,-0.684,-0.071,-0.958,1.96,-1.085,-0.823,0.503,0.594,1.646,0.625,0.635,1.015,0.311,-0.182,-0.095,-1.007,-1.684,1.404,-0.915,-0.636,0.312,-2.329,-0.188,-0.915,-0.404,0.97,-0.103,0.35,-1.989,-1.476,0.495,-0.928,1.234,-0.747,2.1,0.826,-0.768,0.433,0.225,0.108,0.11,0.389,-0.426,-0.174,-0.296,-0.11,-0.018,0.034,-0.383,0.829,-0.509,0.777,1.189,0.583,-0.323,0.978,0.645,0.39,0.569,0.562,2.085,0.105,-0.257,0.099,0.228,0.474,-1.751,-0.806,-2.425,1.522,0.938,0.328,-0.407,0.27,-1.542,0.094,0.795,0.069,-0.362,2.001,1.311,-0.29,-0.41
-0.097,-1.035,0.279,-0.713,0.197,0.859,0.859,0.181,0.32,1.017,1.645,-0.356,-0.926,0.306,0.262,0.73,0.59,0.362,-0.041,2.704,1.544,0.287,-0.694,-0.683,1.292,-0.778,2.172,-0.5,-0.056,-0.833,-0.95,0.732,-0.88,1.084,1.287,0.033,1.198,-0.616,-0.651,-0.763,-0.007,-0.048,-0.419,1.317,-1.377,0.204,-1.584,-0.014,0.083,-0.111,-1.261,-0.24,-0.016,2.086,0.876,-0.478,0.505,-0.356,1.181,0.252,0.393,-0.766,-1.332,-0.053,0.837,-0.282,-0.457,2.191,-0.555,0.812,-0.716,-0.639,-0.402,-0.386,1.82,-1.273,-0.587,0.706,0.047,-1.206,-1.009,-1.179,-1.06,0.077,2.002,-0.402,-0.381,-0.493,0.574,0.273,0.896,0.505,-0.532,0.764,-0.195,-0.841,-0.359,-0.295,0.096,-1.252
-0.637,0.223,-0.352,-0.105,-1.421,0.348,-0.348,-0.769,-0.031,-0.148,0.948,0.454,-0.159,0.6,-2.968,0.876,-1.801,1.343,1.176,1.922,-0.412,0.977,1.327,0.102,0.493,0.852,-0.246,0.604,-0.517,0.925,-0.366,-0.194,1.266,-0.922,1.441,0.084,-0.406,0.221,-1.777,-1.185,0.874,-0.575,0.237,-0.064,1.021,-0.264,0.374,-0.734,-1.734,0.934,2.041,-1.848,0.624,0.988,0.881,-0.294,-3.007,0.432,-1.154,0.481,-1.164,-1.396,2.273,0.305,-0.687,-0.185,1.226,0.253,-1.617,-1.991,0.288,-0.533,1.409,0.822,0.977,0.431,0.228,0.261,0.65,0.186,2.469,0.596,0.418,-1.122,1.539,0.185,1.351,-0.702,1.392,-1.477,-0.614,-2.389,-0.225,0.554,0.204,-0.898,-0.668,1.24,-0.987,-0.59
1.563,-0.05,1.255,-1.816,-0.346,-0.894,-0.894,3.39,-0.615,1.189,0.781,-1.729,1.614,-1.356,-1.782,-0.267,0.881,0.743,1.066,-0.249,-0.263,0.504,-0.14,-0.197,0.12,-0.922,1.665,0.2,0.631,0.346,1.083,0.327,0.57,0.66,-2.012,1.386,1.289,-0.383,-0.347,-0.389,1.096,0.363,-2.641,0.629,0.547,0.937,-0.436,0.894,1.154,-0.524,-1.167,-0.222,0.637,1.118,-0.491,-0.31,-1.306,0.377,0.108,1.344,-1.186,1.078,-0.52,-0.202,1.355,-1.014,-1.342,0.071,-0.432,-0.527,0.281,-0.27,0.271,-1.647,-0.556,0.602,-0.456,-0.693,1.11,-0.607,0.788,-0.005,0.882,-0.361,0.568,0.251,-0.309,-0.653,1.541,2.039,0.045,-1.672,-0.655,-0.301,-0.617,-0.649,0.659,-1.57,0.599,0.74
-1.498,0.985,0.173,1.128,-0.381,1.254,1.254,0.52,-2.1,-0.885,-0.877,0.845,-1.646,-1.304,0.784,0.146,0.069,0.192,1.068,-0.326,0.113,0.637,2.174,-0.711,-0.823,-2.04,-1.156,0.963,-0.966,-1.108,-0.54,0.028,-2.273,0.915,-1.244,0.33,2.076,-0.464,-0.349,-0.609,0.425,2.044,0.191,0.837,-0.556,-0.17,-0.819,-1.377,-1.088,0.257,0.968,-0.024,0.354,0.305,0.367,1.137,-0.959,0.558,-0.648,0.212,-0.545,-0.514,-0.282,1.309,0.989,0.838,1.675,0.606,-0.197,1.359,0.261,0.451,-2.049,-0.009,2.494,1.335,0.066,0.216,-2.09,-1.074,0.731,0.619,-0.26,-1.327,-0.048,2.189,-1.258,-0.082,2.82,0.317,-1.017,-0.793,0.615,0.322,0.342,1.776,-0.66,-1.392,2.408,0.239
1.585,-0.11,1.475,-0.67,-2.539,-0.479,0.479,0.802,-1.495,0.682,1.134,0.088,-0.367,-0.088,-0.02,0.392,1.552,-0.189,-0.513,-0.566,-0.697,1.229,1.274,-0.417,0.295,0.79,-0.263,-0.536,-0.047,-0.167,1.379,0.125,-1.521,-1.202,-0.063,0.67,-0.468,0.769,-1.474,-0.927,1.349,-0.789,0.541,0.035,-0.544,0.259,0.66,-1.485,-0.197,-0.376,-0.247,-1.687,-1.119,0.784,-0.915,-0.8,-0.635,-1.141,-0.126,-0.119,-0.351,-1.859,-1.946,-0.46,-0.97,-0.022,-1.359,0.713,-0.181,-0.608,0.051,0.147,0.424,-1.072,-0.949,1.377,-1.071,-0.494,-0.731,1.983,-0.583,-2.264,4.184,-1.167,-1.279,0.083,-1.006,-1.192,-0.899,0.704,0.3,0.49,-0.147,-1.342,-1.471,2.005,1.067,1.191,-2.004,-0.082
0.591,0.942,1.371,1.128,5.613,-0.058,0.058,0.601,-2.254,1.38,-1.56,-0.094,-0.194,-0.883,-1.482,-1.188,-0.334,0.487,1.034,0.464,-1.141,-1.345,0.748,1.452,0.012,-0.357,0.411,0.827,1.161,-1.333,0.194,0.604,0.03,0.806,-0.335,-0.087,-0.271,-0.465,0.648,1.015,0.728,1.576,1.361,-0.068,-0.279,-0.931,0.682,-0.059,0.623,1.008,-1.393,0.222,0.341,0.602,-0.551,-0.771,0.674,0.592,1.334,-0.584,-1.597,-1.655,-0.062,2.8,1.266,-1.246,0.42,-0.476,0.378,-1.282,-0.899,0.574,0.87,-0.82,-0.536,-1.883,-1.232,-0.432,2.379,1.321,-0.488,0.017,0.912,1.111,0.344,0.27,-0.059,-2.806,0.078,0.609,-0.315,-0.672,-0.349,1.115,1.37,-1.354,-0.491,0.598,-0.813,1.481
0.869,0.083,-0.049,0.238,-1.606,-0.655,-0.655,-0.792,-0.502,0.68,0.391,1.013,1.033,0.985,-0.794,-1.627,0.707,-0.873,-0.354,0.206,-0.94,1.023,0.59,-0.651,0.343,-1.141,1.435,0.539,0.149,1.478,-0.702,-1.064,-0.412,0.11,0.335,0.785,0.058,-1.632,-0.379,-0.822,-0.209,-1.092,0.402,0.715,-0.254,0.412,0.464,1.258,0.671,1.293,0.907,-0.152,-1.78,0.089,-0.093,-0.786,1.031,-0.849,-0.171,0.503,0.3,-1.062,-0.412,0.425,0.015,0.92,-0.678,-0.441,1.192,-0.815,0.44,0.377,0.043,0.812,0.545,1.29,-0.787,-0.123,0.863,0.97,-0.906,-1.69,-1.524,-1.287,-0.33,-1.008,1.352,-0.48,-0.36,0.635,-0.459,-1.987,-1.683,1.164,0.94,0.455,-0.369,-0.191,-0.961,1.642
-0.266,0.085,-1.157,1.1,-1.949,-2.224,-2.224,-1.146,0.608,0.002,-0.201,-0.582,1.159,1.325,-0.129,0.24,-0.778,-1.745,-0.678,-2.47,0.435,-0.188,0.425,0.088,-1.093,-0.358,0.56,-0.188,0.673,0.179,-2.394,1.75,-0.634,-0.589,0.496,-1.394,2.373,0.4,-1.629,2.981,0.259,-0.224,-0.507,0.081,-1.606,1.872,-1.108,-0.577,0.606,-0.34,-1.352,-1.013,0.958,1.181,-0.86,0.118,0.262,0.349,-0.386,1.021,0.812,0.005,0.544,-0.55,1.099,-0.484,1.634,0.428,0.253,-0.598,-0.645,-1.228,-0.314,0.361,0.582,1.788,1.004,0.94,1.479,0.146,-0.835,-0.949,1.446,0.582,-0.565,-0.628,1.558,0.368,0.522,0.641,1.577,0.374,1.758,-0.242,0.702,-0.242,-0.3,0.228,0.441,1.023
0.315,0.794,0.377,2.002,2.228,-1.717,-1.717,0.636,1.141,2.152,0.076,0.982,-0.8,1.066,-1.615,-1.008,1.205,0.933,-1.09,0.828,1.139,-0.247,-0.439,0.832,-0.011,0.485,-0.374,0.815,0.296,-0.215,0.04,0.484,-0.681,-1.027,0.068,-1.527,-0.541,-0.653,-1.087,2.518,0.051,-0.252,-1.414,-1.298,1.304,-1.954,0.162,-0.561,0.016,0.187,1.513,-1.438,-0.943,-1.286,0.258,-0.847,0.897,1.181,0.444,-0.99,-0.019,0.129,-0.456,1.314,0.233,-1.078,0.2,0.949,-0.694,-0.804,-0.305,2.295,0.249,-1.139,1.338,-0.687,-0.701,2.825,-0.135,-0.859,-0.05,-1.051,-0.227,-1.613,0.236,0.45,0.081,0.62,1.264,-0.876,-1.582,-0.019,-0.713,-1.394,-1.079,-1.041,1.295,-1.201,-0.588,-0.678
0.844,-0.867,-0.437,1.046,-0.176,-0.911,-0.911,-1.301,-1.997,0.202,1.042,1.092,-3.18,0.25,0.727,-0.079,-0.35,0.547,0.583,-0.009,-0.916,1.684,0.918,0.147,-0.605,1.282,0.863,0.071,0.5,-0.957,0.929,1.389,-0.86,-0.304,-1.13,1.279,0.888,0.542,1.121,-0.445,1.665,-0.494,-0.766,0.281,-0.539,0.528,1.242,-1.604,0.083,0.677,1.403,0.544,-0.412,0.625,0.796,0.488,0.004,0.951,0.214,-0.716,-0.691,-0.164,-1.507,-0.159,1.596,-0.264,0.664,-0.691,0.491,0.514,-1.493,-0.242,0.108,1.514,0.364,-0.959,0.761,-0.781,-0.916,-0.521,-0.459,-1.469,1.102,-0.019,1.413,-1.32,-0.698,-0.487,-0.705,-1.236,0.075,0.957,2.058,-0.397,-0.168,0.716,1.489,0.821,1.191,0.547
-0.83,-1.613,0.56,0.308,0.795,-2.278,-2.278,1.322,1.029,-0.543,1.085,-0.939,1.282,0.757,0.996,1.004,0.27,-1.159,-2.486,-1.044,-1.896,-0.744,1.458,-0.168,-1.099,0.602,0.302,0.204,0.011,-0.855,0.446,0.18,0.006,-0.991,-1.088,0.539,-1.294,0.256,-0.346,0.967,0.045,1.503,0.345,0.324,-0.556,-0.352,-0.055,0.182,0.021,-0.65,1.22,0.278,1.028,-1.858,-0.368,0.161,0.748,-2.039,-2.347,-0.305,1.871,0.809,-1.083,0.368,-0.661,-0.201,-1.03,1.3,-0.031,-1.194,0.664,0.77,1.425,-1.427,2.851,-0.098,-0.702,-1.396,-0.211,0.077,0.851,-0.152,-0.788,-0.082,0.277,-0.198,-0.964,0.602,-2.053,0.184,0.293,-0.485,-0.76,0.304,-0.659,1.052,0.748,-1.122,-0.67,-0.844
0.575,-0.493,0.275,-0.115,-0.35,-0.796,-0.796,0.371,0.145,-0.872,-0.776,-0.802,0.117,-0.041,0.251,0.559,0.217,-0.474,-1.019,-1.103,0.514,0.478,-0.615,0.751,0.648,-0.118,0.758,0.054,0.032,0.58,-0.417,-0.581,-0.019,0.187,-0.484,0.997,0.162,-0.214,2.709,-0.547,-0.5,1.84,0.328,-0.151,-0.026,0.874,0.989,0.991,0.137,0.12,-0.18,-0.479,-0.951,-0.198,-0.322,0.808,0.489,-1.691,-0.996,-0.507,2.81,-1.826,-0.867,-1.066,1.95,-1.404,1.691,-0.851,1.663,0.275,-0.269,2.806,-1.004,-0.156,0.651,-0.095,-0.458,0.497,2.17,-1.36,0.357,0.397,-0.249,0.002,1.083,2.755,-1.291,0.321,-0.991,-1.822,0.556,-1.106,-0.552,0.077,-2.161,-0.603,1.384,-1.613,0.144,-1.496
-0.378,0.024,-1.432,-0.045,3.581,-1.365,-1.365,-1.342,0.53,-0.688,-0.557,-1.385,-0.817,-0.306,-0.884,-0.421,1.672,-0.528,-0.427,0.181,0.85,1.715,-0.525,-0.541,1.025,2.352,1.777,-1.088,-0.106,-0.513,1.768,0.51,1.351,-1.297,0.291,-0.613,0.789,0.738,1.013,1.265,0.438,-1.143,-0.136,0.305,-0.474,-0.067,-0.368,-0.761,-0.031,-1.038,0.944,-0.345,-0.915,1.047,2.6,-0.62,1.085,-0.113,0.683,-0.632,-0.738,1.263,-0.01,-0.221,-0.767,-2.579,0.408,-0.293,-1.076,1.978,0.423,0.783,2.102,-0.725,0.998,0.521,0.641,0.394,-1.357,-0.243,-0.449,-0.028,0.505,1.017,-0.261,-0.1,1.585,-1.261,0.475,-2.595,1.603,-0.105,-0.057,-1.623,2.814,0.617,-1.107,1.061,-3.685,0.359
-1.456,-0.592,-0.326,-0.87,1.69,1.191,1.191,-0.733,-0.569,-0.618,-0.218,-0.275,-1.89,1.959,1.125,0.977,0.221,-0.403,-1.203,-1.737,1.402,1.695,-0.538,-0.734,-0.914,1.211,0.22,-0.485,0.02,0.183,-2.124,0.296,0.834,0.578,-0.481,1.074,1.076,-1.265,-0.933,-1.203,0.319,0.598,-1.049,1.771,-0.614,1.448,-0.245,0.435,1.113,-0.825,-0.632,-0.284,1.658,-0.609,-0.013,-2.154,0.056,-0.301,0.278,-0.009,1.049,0.36,-0.024,0.331,-1.096,-0.833,1.582,1.499,0.656,0.835,-1.118,0.057,0.28,0.274,0.823,1.885,0.264,-1.429,-0.31,-0.227,0.55,0.605,-0.874,-0.965,-1.215,-0.34,0.473,0.115,-1.073,1.386,0.742,-1.506,-0.251,0.83,-1.32,-0.631,-1.677,-0.473,-1.05,1.349
0.527,-1.156,0.422,0.102,1.774,-0.196,0.196,0.939,2.472,1.28,-0.649,-0.259,-0.79,-0.039,-0.671,0.255,1.817,-1.37,0.978,0.178,0.379,-1.966,-1.742,-0.984,-0.264,1.634,-0.052,-0.464,0.492,-0.398,-0.864,0.105,2.291,-0.94,-1.208,0.031,2.035,-0.315,-0.98,0.786,1.463,0.922,-1.25,0.306,0.826,0.241,1.081,-0.301,0.588,-0.524,1.186,-0.417,0.227,0.311,-0.339,1.455,-0.487,1.126,-1.21,1.827,0.973,0.028,0.83,-0.713,0.247,0.713,-0.35,-1.173,0.49,-1.947,0.741,-1.122,1.679,-0.707,0.778,-0.301,0.32,0.836,-0.861,0.224,-1.226,-0.099,-0.153,0.021,0.649,-1.739,1.522,0.242,-0.277,1.242,0.571,-0.822,-0.154,1.716,0.342,-1.183,2.026,0.261,-0.717,-0.939
-0.776,-0.288,0.339,-0.233,-2.218,0.071,-0.071,0.701,-0.017,-0.156,-0.42,0.029,-0.309,-0.083,-0.219,-1.518,1.591,-1.299,-1.65,0.815,1.054,-0.285,-0.441,-1.972,0.158,0.733,-1.441,0.154,0.68,1.079,1.35,-0.224,0.714,-0.713,0.655,0.975,-1.246,0.294,0.4,0.571,1.854,0.323,-0.46,-0.138,0.201,-0.868,0.875,-0.787,1.653,0.903,-0.652,-0.831,0.486,2.964,-0.57,-0.455,0.797,0.211,-0.606,1.822,-0.668,-0.727,0.035,-1.483,0.764,-0.004,-0.471,-0.521,1.06,-0.363,-0.734,0.2,-1.241,-0.003,-0.722,-1.819,-0.584,-1.036,-0.322,0.319,1.153,0.972,-1.148,0.541,0.304,0.315,0.574,-0.918,-1.835,0.937,0.092,1.961,1.388,-0.373,0.693,-0.249,1.29,0.176,1.124,1.326
-0.411,0.453,0.929,-0.043,-2.625,-0.735,-0.735,0.664,1.092,1.214,0.379,0.283,0.991,-0.624,2.881,-0.928,-1.285,0.525,-1.151,1.076,-0.07,0.803,1.307,-1.605,-0.551,0.877,2.305,-0.34,-0.049,-1.325,1.171,0.919,0.629,0.462,-0.012,-0.761,-0.743,0.172,0.137,-0.243,0.589,0.079,0.586,1.365,0.286,0.24,0.573,-0.365,0.201,-0.999,1.086,0.085,-0.062,-1.071,1.177,0.011,0.664,-1.639,-0.052,2.413,-0.915,0.585,-1.605,0.742,0.506,-0.163,-2.717,-1.046,-0.235,-0.114,-0.003,-1.573,-1.809,0.272,-1.035,-0.623,-0.429,0.784,2.554,0.039,0.578,0.167,-0.188,1.04,0.531,-0.097,0.333,0.135,-0.556,-0.194,0.185,-1.101,-0.449,0.25,0.641,-0.572,-0.44,-0.109,0.87,1.351
1.003,0.073,-1.638,1.103,1.973,-0.182,0.182,-0.206,-0.433,-1.591,0.203,1.474,-2.861,1.121,-0.408,-1.555,0.121,0.36,0.155,-0.202,0.199,0.508,1.868,-1.208,0.467,-1.495,0.924,-1.311,0.089,1.304,-1.857,-0.525,-0.273,0.187,1.713,0.701,0.491,-0.321,0.374,0.225,-1.59,0.815,1.842,-0.344,-0.401,2.097,0.58,-0.955,1.27,-0.018,-0.585,-1.381,0.099,0.769,0.753,-0.017,-0.818,-0.956,1.056,-0.073,-1.073,1.493,0.231,1.126,-0.353,0.838,-1.061,-0.749,1.024,-0.557,-0.69,0.249,-0.916,-0.951,-0.086,-0.033,-1.733,0.132,0.734,-1.037,0.711,-2.022,-1.672,1.119,0.185,-0.86,-1.004,-0.414,-1.86,-1.899,-0.859,0.078,1.31,1.095,0.177,0.94,-1.199,-1.629,1.13,-0.841
1.348,0.675,0.966,-1.753,-2.432,-0.908,-0.908,0.439,1.654,-0.228,-0.313,1.171,-0.851,-0.325,-0.04,-1.433,0.195,-1.307,-0.038,-0.971,0.553,-0.388,0.964,0.82,-0.329,1.365,-0.164,0.125,-1.481,0.884,-0.831,-0.358,0.099,1.435,0.273,-0.097,-0.01,-0.185,1.203,-0.583,0.517,0.517,0.795,-0.7,0.451,1.33,0.034,-0.003,0.692,0.26,0.701,-2.181,0.029,0.313,-0.4,-0.629,0.488,0.832,0.105,-0.854,2.047,0.886,-0.523,0.745,1.28,0.618,-1.022,2.572,0.796,1.494,-0.842,-0.785,2.553,-1.486,0.211,1.152,-1.932,-0.144,0.053,-0.138,-0.155,-2.019,-1.521,-1.295,-1.906,0.033,-0.679,0.162,0.677,0.965,-0.82,0.38,1.909,-2.651,-0.852,-1.155,-0.783,0.508,0.019,-0.757
